capture_id,planter_id,captured_at,lat,lon,species,country_name,verification_status,survived
cap_47,117,2023-03-22 04:27:00,8.402814,-13.224572,Moringa,Sierra Leone,verified,1
cap_48,311,2023-08-01 09:33:00,3.822564,11.504642,Rhizophora mucronata (Red Mangrove),Cameroon,verified,0
cap_49,409,2023-10-04 18:50:00,17.232773,-88.435634,Mango,Belize,verified,1
cap_50,429,2024-09-25 17:33:00,20.542807,78.905271,Acacia,India,verified,1
cap_51,288,2023-02-10 18:06:00,20.604435,78.973016,Avocado,India,verified,1
cap_52,48,2024-11-09 21:53:00,-1.293914,36.80272,Cashew,Kenya,verified,0
cap_53,7,2024-10-30 20:25:00,1.32178,32.268492,Acacia,Uganda,verified,1
cap_54,419,2023-05-06 06:34:00,17.161892,-88.510461,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_55,64,2024-09-19 20:27:00,1.288555,32.353624,Mahogany,Uganda,verified,1
cap_56,388,2024-10-27 19:38:00,8.404263,-13.225116,Mahogany,Sierra Leone,verified,1
cap_57,448,2023-09-19 02:04:00,17.101635,-88.572549,Avocado,Belize,verified,0
cap_58,426,2023-03-28 10:45:00,20.585328,78.971449,Acacia,India,unverified,1
cap_59,201,2023-04-19 16:47:00,20.584635,78.982386,Mahogany,India,verified,1
cap_60,165,2023-12-31 13:40:00,20.721646,78.86972,Moringa,India,unverified,0
cap_61,387,2024-07-16 12:41:00,1.31683,32.24633,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_62,383,2024-08-26 21:43:00,8.361035,-13.192604,Neem,Sierra Leone,verified,1
cap_63,111,2024-05-23 04:32:00,1.343905,32.318241,Moringa,Uganda,unverified,1
cap_64,104,2023-06-14 16:38:00,3.903267,11.468283,Neem,Cameroon,verified,1
cap_65,5,2024-10-20 01:03:00,20.722217,78.884851,Moringa,India,unverified,1
cap_66,267,2023-09-03 06:34:00,-1.31973,36.715105,Avocado,Kenya,verified,1
cap_67,465,2024-06-07 14:42:00,20.571918,79.058395,Moringa,India,verified,1
cap_68,108,2024-11-25 20:51:00,12.936303,121.76743,Mahogany,Philippines,verified,1
cap_69,446,2024-05-13 16:13:00,3.820217,11.568722,Moringa,Cameroon,verified,1
cap_70,435,2023-12-31 02:42:00,8.535876,-13.145234,Cashew,Sierra Leone,unverified,1
cap_71,328,2023-05-27 22:26:00,20.580255,79.016689,Moringa,India,verified,1
cap_72,431,2023-04-24 07:59:00,12.912795,121.779737,Mahogany,Philippines,verified,1
cap_73,171,2023-11-16 02:05:00,20.59395,79.013977,Neem,India,verified,1
cap_74,194,2023-10-13 00:56:00,20.650713,78.9166,Mahogany,India,verified,1
cap_75,19,2024-07-02 00:00:00,-1.296186,36.802176,Avocado,Kenya,verified,1
cap_76,232,2024-06-30 03:13:00,12.889029,121.777262,Avocado,Philippines,verified,0
cap_77,265,2023-09-17 06:53:00,20.542009,79.008753,Avocado,India,verified,1
cap_78,355,2024-11-15 21:53:00,1.475472,32.32923,Neem,Uganda,unverified,1
cap_79,123,2024-10-18 06:14:00,12.899531,121.809647,Mango,Philippines,unverified,0
cap_80,144,2024-04-18 17:16:00,1.3117,32.286428,Cashew,Uganda,verified,0
cap_81,290,2024-09-23 17:30:00,3.893646,11.468505,Mahogany,Cameroon,verified,1
cap_82,53,2024-10-31 07:16:00,20.598606,79.020131,Neem,India,verified,1
cap_83,53,2023-01-31 05:36:00,20.664062,78.936071,Avocado,India,verified,0
cap_84,446,2024-07-19 10:59:00,3.915037,11.490682,Cashew,Cameroon,verified,1
cap_85,178,2024-02-12 14:06:00,1.412169,32.317972,Mahogany,Uganda,verified,0
cap_86,260,2024-04-10 17:15:00,1.389621,32.264552,Avocado,Uganda,verified,0
cap_87,290,2023-03-16 14:32:00,3.866762,11.452625,Acacia,Cameroon,verified,1
cap_88,441,2023-06-03 18:39:00,1.37001,32.289535,Mahogany,Uganda,verified,0
cap_89,343,2024-01-25 05:24:00,20.541647,79.081888,Acacia,India,verified,1
cap_90,157,2024-11-04 07:07:00,3.859245,11.447352,Acacia,Cameroon,verified,0
cap_91,399,2023-07-17 10:23:00,12.874382,121.802063,Cashew,Philippines,unverified,1
cap_92,421,2024-09-23 15:50:00,12.916904,121.775544,Mango,Philippines,verified,1
cap_93,213,2024-06-19 08:42:00,20.63827,79.021807,Rhizophora mucronata (Red Mangrove),India,verified,0
cap_94,281,2024-10-13 21:56:00,3.819117,11.484196,Mango,Cameroon,verified,1
cap_95,304,2023-12-21 22:06:00,8.509154,-13.245436,Cashew,Sierra Leone,verified,0
cap_96,462,2024-02-01 18:43:00,-1.30432,36.836371,Avocado,Kenya,verified,1
cap_97,137,2023-04-10 10:20:00,17.17147,-88.39481,Avocado,Belize,verified,1
cap_98,162,2023-10-01 17:06:00,8.493644,-13.238221,Acacia,Sierra Leone,unverified,1
cap_99,428,2024-03-13 18:08:00,20.6674,78.92193,Acacia,India,verified,0
cap_100,235,2023-04-28 00:53:00,12.852794,121.76186,Mango,Philippines,verified,1
cap_101,303,2024-02-02 19:21:00,-1.366266,36.763309,Moringa,Kenya,verified,0
cap_102,111,2024-06-19 09:00:00,1.402952,32.276224,Moringa,Uganda,unverified,1
cap_103,378,2023-04-29 19:39:00,8.560895,-13.219184,Cashew,Sierra Leone,verified,1
cap_104,104,2023-06-24 12:24:00,3.811843,11.506788,Mango,Cameroon,verified,0
cap_105,391,2024-09-29 00:11:00,-1.284907,36.897451,Cashew,Kenya,verified,1
cap_106,373,2024-09-14 05:06:00,17.198238,-88.497456,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_107,264,2024-03-31 17:48:00,12.913511,121.803848,Mahogany,Philippines,verified,0
cap_108,104,2023-03-20 19:07:00,3.844837,11.417841,Avocado,Cameroon,verified,1
cap_109,4,2024-06-23 04:37:00,20.616855,78.962581,Rhizophora mucronata (Red Mangrove),India,verified,0
cap_110,90,2023-01-26 17:28:00,-1.30876,36.804114,Mango,Kenya,verified,0
cap_111,339,2023-12-26 18:11:00,20.606285,78.941521,Avocado,India,verified,1
cap_112,459,2024-07-17 18:45:00,12.839457,121.707121,Cashew,Philippines,verified,0
cap_113,57,2023-08-30 13:13:00,8.476503,-13.199004,Rhizophora mucronata (Red Mangrove),Sierra Leone,unverified,0
cap_114,84,2024-07-19 15:45:00,1.328243,32.394477,Mahogany,Uganda,verified,1
cap_115,15,2024-07-11 07:32:00,1.392781,32.282607,Mahogany,Uganda,verified,1
cap_116,86,2023-10-29 20:46:00,8.474087,-13.151583,Mahogany,Sierra Leone,verified,0
cap_117,6,2023-08-23 10:19:00,-1.361198,36.806667,Rhizophora mucronata (Red Mangrove),Kenya,verified,0
cap_118,331,2024-10-29 04:31:00,20.612393,78.978555,Acacia,India,unverified,1
cap_119,48,2024-03-21 16:56:00,-1.262665,36.814369,Acacia,Kenya,verified,1
cap_120,89,2023-09-30 10:18:00,-1.331122,36.885848,Moringa,Kenya,verified,1
cap_121,450,2023-12-28 00:07:00,17.185388,-88.479909,Mahogany,Belize,verified,1
cap_122,495,2024-08-15 03:06:00,8.447954,-13.307283,Acacia,Sierra Leone,verified,0
cap_123,342,2024-02-25 01:13:00,12.895301,121.822733,Acacia,Philippines,verified,1
cap_124,156,2023-06-19 14:31:00,12.911431,121.70653,Mango,Philippines,verified,0
cap_125,432,2023-12-15 19:56:00,12.872309,121.726354,Mango,Philippines,unverified,1
cap_126,438,2024-05-13 02:08:00,-1.25279,36.810939,Cashew,Kenya,verified,1
cap_127,327,2024-09-20 23:02:00,8.392794,-13.310163,Moringa,Sierra Leone,verified,1
cap_128,17,2024-11-23 18:34:00,20.555769,78.999531,Mango,India,verified,1
cap_129,114,2023-07-12 23:44:00,8.484358,-13.197124,Mahogany,Sierra Leone,unverified,1
cap_130,237,2023-09-13 10:50:00,1.351773,32.216922,Cashew,Uganda,verified,0
cap_131,99,2023-04-19 11:39:00,-1.243688,36.796321,Avocado,Kenya,unverified,1
cap_132,327,2024-04-06 02:11:00,8.444202,-13.174843,Avocado,Sierra Leone,verified,1
cap_133,399,2024-07-06 23:11:00,12.809065,121.780682,Moringa,Philippines,verified,1
cap_134,46,2023-10-07 21:46:00,-1.420211,36.829947,Cashew,Kenya,verified,0
cap_135,164,2023-01-04 04:49:00,17.241852,-88.46297,Rhizophora mucronata (Red Mangrove),Belize,verified,0
cap_136,181,2024-08-03 14:22:00,12.851356,121.686669,Mahogany,Philippines,verified,1
cap_137,169,2024-10-11 11:19:00,-1.323785,36.821708,Avocado,Kenya,verified,0
cap_138,85,2024-11-21 05:41:00,3.798503,11.462548,Avocado,Cameroon,verified,1
cap_139,332,2023-06-18 22:46:00,3.883969,11.44256,Mango,Cameroon,verified,1
cap_140,190,2023-07-25 20:08:00,12.851466,121.806711,Mahogany,Philippines,verified,0
cap_141,47,2024-10-22 12:32:00,8.430124,-13.158882,Cashew,Sierra Leone,verified,1
cap_142,287,2024-10-12 00:09:00,20.596663,78.872539,Mahogany,India,verified,1
cap_143,324,2024-09-26 15:16:00,12.88723,121.794574,Neem,Philippines,verified,0
cap_144,321,2023-03-22 08:08:00,1.327629,32.31694,Avocado,Uganda,unverified,1
cap_145,104,2024-01-13 02:46:00,3.836278,11.511019,Neem,Cameroon,unverified,1
cap_146,81,2023-12-06 22:11:00,-1.308411,36.797013,Neem,Kenya,unverified,1
cap_147,63,2023-04-19 03:02:00,3.886869,11.557057,Cashew,Cameroon,verified,1
cap_148,451,2023-05-08 06:08:00,8.52457,-13.399341,Moringa,Sierra Leone,verified,0
cap_149,419,2023-11-11 15:24:00,17.186986,-88.47726,Moringa,Belize,verified,0
cap_150,481,2024-01-25 16:39:00,1.460961,32.291997,Neem,Uganda,unverified,1
cap_151,446,2024-07-08 18:32:00,3.742333,11.554858,Acacia,Cameroon,verified,0
cap_152,428,2023-11-09 13:59:00,20.624674,78.940399,Avocado,India,verified,1
cap_153,375,2024-08-17 20:02:00,1.430597,32.303063,Mango,Uganda,verified,1
cap_154,328,2023-05-06 05:30:00,20.593487,78.928012,Neem,India,verified,1
cap_155,401,2023-03-10 01:57:00,3.844388,11.535148,Cashew,Cameroon,verified,1
cap_156,318,2023-07-16 09:18:00,1.357708,32.259288,Avocado,Uganda,unverified,0
cap_157,141,2023-08-03 03:34:00,3.885046,11.542758,Moringa,Cameroon,verified,0
cap_158,477,2023-12-04 13:50:00,12.865287,121.743598,Mango,Philippines,unverified,0
cap_159,392,2023-01-17 05:21:00,8.46164,-13.267925,Mahogany,Sierra Leone,verified,1
cap_160,412,2024-04-18 07:04:00,12.95568,121.739332,Rhizophora mucronata (Red Mangrove),Philippines,verified,0
cap_161,204,2023-04-08 22:48:00,8.468684,-13.265067,Moringa,Sierra Leone,verified,1
cap_162,124,2023-06-03 21:58:00,12.973587,121.794463,Moringa,Philippines,verified,1
cap_163,230,2023-05-28 18:51:00,1.364169,32.253846,Moringa,Uganda,verified,0
cap_164,367,2023-05-14 21:46:00,17.292291,-88.461448,Mango,Belize,verified,1
cap_165,352,2023-04-10 18:02:00,17.111251,-88.453697,Acacia,Belize,verified,1
cap_166,452,2023-09-05 14:27:00,12.907574,121.787029,Mango,Philippines,verified,1
cap_167,493,2023-03-09 17:10:00,17.17853,-88.502174,Rhizophora mucronata (Red Mangrove),Belize,verified,0
cap_168,83,2023-08-25 00:45:00,3.844512,11.524874,Mango,Cameroon,verified,1
cap_169,262,2024-02-23 22:44:00,20.588822,78.951282,Avocado,India,unverified,1
cap_170,367,2023-03-14 15:14:00,17.168162,-88.580329,Cashew,Belize,verified,1
cap_171,43,2023-07-31 00:38:00,-1.354613,36.854485,Rhizophora mucronata (Red Mangrove),Kenya,unverified,1
cap_172,111,2023-03-10 04:58:00,1.330812,32.255473,Cashew,Uganda,unverified,1
cap_173,203,2023-11-10 19:44:00,-1.204749,36.80496,Moringa,Kenya,verified,1
cap_174,94,2024-03-18 05:18:00,20.614984,78.9836,Neem,India,verified,1
cap_175,387,2024-08-25 11:30:00,1.440851,32.324067,Mahogany,Uganda,verified,1
cap_176,73,2023-10-22 23:12:00,20.619883,78.930709,Acacia,India,verified,1
cap_177,182,2024-07-23 06:02:00,8.43898,-13.161869,Moringa,Sierra Leone,verified,1
cap_178,168,2024-07-02 22:38:00,-1.190374,36.781667,Acacia,Kenya,verified,0
cap_179,63,2023-07-04 20:28:00,3.826047,11.411325,Acacia,Cameroon,verified,1
cap_180,135,2023-07-26 19:12:00,1.369308,32.255514,Avocado,Uganda,verified,1
cap_181,422,2023-02-07 22:44:00,12.817175,121.81066,Cashew,Philippines,verified,0
cap_182,497,2024-03-30 16:02:00,3.877135,11.448057,Neem,Cameroon,unverified,1
cap_183,83,2023-07-15 02:19:00,3.833435,11.469388,Acacia,Cameroon,verified,1
cap_184,234,2023-11-15 00:51:00,1.26276,32.316642,Cashew,Uganda,verified,1
cap_185,311,2024-01-24 10:21:00,3.880785,11.471741,Mango,Cameroon,verified,1
cap_186,314,2023-04-19 09:06:00,3.83851,11.45743,Avocado,Cameroon,verified,1
cap_187,118,2023-03-17 07:50:00,8.474216,-13.219108,Cashew,Sierra Leone,verified,0
cap_188,313,2024-11-02 23:15:00,1.253918,32.236715,Avocado,Uganda,verified,1
cap_189,45,2023-01-18 11:01:00,20.638791,79.005923,Mahogany,India,verified,1
cap_190,209,2024-05-13 16:13:00,1.448612,32.260979,Mango,Uganda,verified,0
cap_191,115,2024-06-23 17:14:00,12.885287,121.693639,Mahogany,Philippines,verified,1
cap_192,47,2024-01-17 06:51:00,8.391119,-13.258239,Cashew,Sierra Leone,verified,1
cap_193,137,2023-01-19 03:14:00,17.110701,-88.593996,Mango,Belize,verified,1
cap_194,490,2024-05-13 02:20:00,3.850022,11.435142,Mahogany,Cameroon,verified,1
cap_195,93,2024-03-08 04:04:00,17.139305,-88.495716,Cashew,Belize,unverified,1
cap_196,295,2023-03-12 21:32:00,3.871674,11.459697,Neem,Cameroon,verified,1
cap_197,451,2023-07-12 08:48:00,8.461912,-13.30243,Moringa,Sierra Leone,verified,0
cap_198,253,2024-02-20 13:13:00,17.23687,-88.511168,Acacia,Belize,unverified,1
cap_199,310,2023-04-03 08:24:00,17.204032,-88.412069,Mahogany,Belize,unverified,1
cap_200,499,2023-07-18 11:57:00,-1.309384,36.786326,Neem,Kenya,verified,1
cap_201,450,2023-05-19 15:41:00,17.16925,-88.626486,Mahogany,Belize,verified,1
cap_202,146,2024-10-09 08:53:00,3.847859,11.502901,Mahogany,Cameroon,verified,1
cap_203,185,2023-04-26 13:44:00,1.403183,32.313183,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_204,322,2024-06-15 03:40:00,-1.275367,36.8204,Moringa,Kenya,verified,1
cap_205,323,2023-02-09 00:58:00,8.428232,-13.289483,Avocado,Sierra Leone,verified,0
cap_206,60,2024-09-10 01:35:00,12.924853,121.833744,Moringa,Philippines,verified,0
cap_207,386,2023-12-14 11:10:00,-1.300448,36.925507,Acacia,Kenya,verified,1
cap_208,207,2023-07-20 04:09:00,17.195197,-88.528953,Mango,Belize,verified,1
cap_209,429,2024-05-14 22:58:00,20.656918,78.903517,Neem,India,verified,1
cap_210,44,2023-09-22 14:54:00,8.423968,-13.203558,Acacia,Sierra Leone,verified,0
cap_211,442,2024-07-29 14:17:00,1.379865,32.305565,Acacia,Uganda,unverified,1
cap_212,245,2024-11-12 21:32:00,17.138374,-88.480104,Moringa,Belize,verified,1
cap_213,8,2023-08-25 15:54:00,8.397233,-13.212344,Mango,Sierra Leone,verified,1
cap_214,204,2023-12-02 09:52:00,8.507128,-13.186977,Mango,Sierra Leone,verified,1
cap_215,396,2023-11-14 12:15:00,1.279088,32.186313,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_216,294,2023-08-10 01:00:00,8.569403,-13.2034,Rhizophora mucronata (Red Mangrove),Sierra Leone,verified,0
cap_217,480,2024-08-08 16:38:00,3.879861,11.452583,Neem,Cameroon,unverified,1
cap_218,388,2023-12-06 05:39:00,8.477495,-13.231393,Acacia,Sierra Leone,verified,1
cap_219,392,2023-04-30 11:29:00,8.477483,-13.30824,Cashew,Sierra Leone,verified,0
cap_220,56,2024-03-30 01:43:00,-1.2866,36.748439,Neem,Kenya,unverified,1
cap_221,258,2024-07-03 11:27:00,20.627194,78.989497,Moringa,India,unverified,0
cap_222,299,2024-02-04 04:12:00,-1.167527,36.761185,Neem,Kenya,verified,1
cap_223,500,2024-05-22 22:07:00,20.580459,78.958156,Neem,India,verified,1
cap_224,166,2024-11-25 03:26:00,20.538413,79.015668,Cashew,India,verified,1
cap_225,355,2023-05-05 02:17:00,1.363591,32.322986,Moringa,Uganda,verified,1
cap_226,61,2024-03-25 01:13:00,20.657303,78.999954,Neem,India,verified,1
cap_227,276,2024-10-12 16:33:00,3.90273,11.509945,Avocado,Cameroon,verified,1
cap_228,191,2023-01-14 04:47:00,3.881275,11.544262,Moringa,Cameroon,unverified,1
cap_229,155,2024-04-15 18:18:00,3.797055,11.574083,Neem,Cameroon,verified,0
cap_230,343,2023-07-01 07:37:00,20.645647,79.013883,Mahogany,India,verified,1
cap_231,64,2024-09-07 06:45:00,1.352248,32.353916,Mahogany,Uganda,verified,1
cap_232,209,2024-02-08 07:13:00,1.353243,32.307117,Cashew,Uganda,verified,1
cap_233,59,2023-04-28 08:51:00,1.412326,32.314988,Mahogany,Uganda,unverified,0
cap_234,156,2024-03-13 14:35:00,12.753522,121.75517,Cashew,Philippines,verified,1
cap_235,148,2024-10-01 05:39:00,3.846303,11.477417,Acacia,Cameroon,verified,1
cap_236,430,2023-02-14 15:54:00,8.403469,-13.198864,Avocado,Sierra Leone,verified,1
cap_237,155,2024-05-25 18:16:00,3.805222,11.5498,Moringa,Cameroon,verified,0
cap_238,293,2024-09-22 13:44:00,3.862658,11.541017,Cashew,Cameroon,unverified,0
cap_239,373,2023-11-05 21:31:00,17.180879,-88.524231,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_240,298,2023-12-30 09:29:00,-1.323314,36.811115,Mango,Kenya,verified,0
cap_241,50,2024-07-17 13:02:00,-1.314558,36.805756,Neem,Kenya,verified,1
cap_242,293,2023-12-26 01:49:00,3.764889,11.476859,Cashew,Cameroon,verified,1
cap_243,350,2023-01-13 00:35:00,12.809251,121.705005,Neem,Philippines,verified,0
cap_244,4,2024-01-18 23:19:00,20.56935,78.913665,Avocado,India,verified,1
cap_245,31,2023-04-06 20:13:00,1.398656,32.200707,Neem,Uganda,verified,1
cap_246,266,2023-12-21 18:55:00,3.791716,11.500902,Acacia,Cameroon,verified,1
cap_247,145,2024-05-04 13:44:00,-1.274348,36.818117,Avocado,Kenya,verified,0
cap_248,184,2023-03-30 11:27:00,3.792717,11.474775,Mango,Cameroon,verified,1
cap_249,424,2024-05-17 11:18:00,3.796046,11.529457,Neem,Cameroon,unverified,1
cap_250,393,2023-07-20 07:26:00,20.462825,79.059357,Acacia,India,verified,1
cap_251,211,2023-02-17 17:21:00,1.329927,32.306541,Cashew,Uganda,verified,1
cap_252,196,2024-05-02 14:36:00,8.481694,-13.361339,Rhizophora mucronata (Red Mangrove),Sierra Leone,unverified,1
cap_253,390,2023-09-27 05:09:00,1.465207,32.371298,Acacia,Uganda,unverified,0
cap_254,72,2024-04-30 20:14:00,1.443847,32.231611,Mahogany,Uganda,unverified,1
cap_255,53,2023-08-25 12:37:00,20.544567,78.924248,Mango,India,unverified,1
cap_256,96,2023-07-25 15:05:00,3.794757,11.511027,Moringa,Cameroon,unverified,0
cap_257,76,2023-09-12 05:07:00,17.248986,-88.490295,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_258,287,2024-05-01 06:22:00,20.61043,78.94461,Mahogany,India,verified,1
cap_259,45,2023-10-03 08:19:00,20.604809,78.978761,Neem,India,verified,1
cap_260,420,2023-09-30 18:01:00,17.085649,-88.529231,Cashew,Belize,unverified,0
cap_261,109,2023-11-11 18:54:00,12.887105,121.798735,Moringa,Philippines,verified,1
cap_262,229,2023-09-29 14:46:00,3.929551,11.489712,Mango,Cameroon,verified,1
cap_263,401,2024-05-12 03:57:00,3.867987,11.508435,Mahogany,Cameroon,verified,1
cap_264,171,2024-09-19 02:22:00,20.597063,78.853472,Rhizophora mucronata (Red Mangrove),India,verified,1
cap_265,364,2024-11-22 15:25:00,20.557458,78.960092,Rhizophora mucronata (Red Mangrove),India,unverified,1
cap_266,137,2023-04-08 21:28:00,17.175628,-88.485634,Cashew,Belize,verified,1
cap_267,481,2023-03-13 20:13:00,1.37656,32.294321,Acacia,Uganda,verified,1
cap_268,232,2024-04-25 06:55:00,12.97562,121.813208,Mango,Philippines,verified,1
cap_269,341,2024-05-07 03:11:00,20.518277,78.907133,Moringa,India,verified,1
cap_270,233,2023-05-29 18:58:00,12.849239,121.687937,Mango,Philippines,verified,1
cap_271,339,2023-01-06 19:30:00,20.650423,79.045141,Cashew,India,verified,1
cap_272,450,2023-09-01 20:41:00,17.259132,-88.416998,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_273,58,2023-04-15 20:51:00,-1.192867,36.795797,Avocado,Kenya,verified,1
cap_274,83,2024-11-26 13:15:00,3.795584,11.436031,Rhizophora mucronata (Red Mangrove),Cameroon,verified,1
cap_275,304,2024-05-06 15:22:00,8.436578,-13.287735,Rhizophora mucronata (Red Mangrove),Sierra Leone,verified,0
cap_276,184,2024-10-15 12:28:00,3.79523,11.51492,Rhizophora mucronata (Red Mangrove),Cameroon,unverified,1
cap_277,67,2023-03-14 21:45:00,12.870655,121.688476,Acacia,Philippines,verified,1
cap_278,10,2023-07-14 21:46:00,3.822223,11.456416,Cashew,Cameroon,verified,1
cap_279,163,2023-10-09 02:41:00,20.621772,78.904129,Avocado,India,unverified,1
cap_280,340,2024-11-18 03:02:00,12.83972,121.820607,Cashew,Philippines,verified,1
cap_281,89,2023-05-29 16:24:00,-1.282623,36.823849,Acacia,Kenya,unverified,1
cap_282,214,2023-10-21 19:26:00,12.877173,121.704888,Mango,Philippines,verified,1
cap_283,436,2023-03-11 10:24:00,8.498788,-13.161397,Moringa,Sierra Leone,verified,1
cap_284,303,2024-10-22 12:18:00,-1.287846,36.807172,Mahogany,Kenya,verified,1
cap_285,192,2023-12-11 20:03:00,1.359163,32.332966,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_286,203,2023-08-25 05:10:00,-1.296135,36.824669,Neem,Kenya,verified,1
cap_287,237,2024-07-24 12:31:00,1.298771,32.312139,Mango,Uganda,verified,1
cap_288,188,2023-04-18 14:03:00,12.929434,121.785905,Avocado,Philippines,verified,1
cap_289,379,2024-03-13 12:11:00,20.60963,79.039525,Mango,India,unverified,0
cap_290,103,2024-05-09 11:13:00,17.186701,-88.477467,Avocado,Belize,verified,1
cap_291,345,2024-07-05 01:50:00,3.82932,11.594384,Rhizophora mucronata (Red Mangrove),Cameroon,verified,1
cap_292,191,2023-12-01 20:32:00,3.882225,11.515294,Mahogany,Cameroon,verified,1
cap_293,493,2024-06-12 10:01:00,17.16558,-88.478994,Neem,Belize,verified,1
cap_294,337,2023-06-12 06:05:00,3.884853,11.488042,Mahogany,Cameroon,verified,1
cap_295,445,2023-09-26 06:54:00,17.264713,-88.478183,Neem,Belize,verified,0
